WKT,name,description
"POLYGON ((-121.824768425  37.41414942, -121.82329603990632  37.412917033346886, -121.82318195924282  37.41296807471384, -121.82293508859136  37.41310997637374, -121.82254986399423  37.41338929710754, -121.82227633553676  37.41352523590862, -121.82221629918327  37.41354418989025, -121.82189531557029  37.41359361337382, -121.82045355157598  37.413598912223186, -121.82026945339828  37.413545734178825, -121.82024777061521  37.41363467658707, -121.81952723084702  37.41659019974468, -121.81896954080646  37.41887767343341, -121.81928073534874  37.41920355550314, -121.81965687917548  37.419566890114304, -121.82095311675309  37.419626653137705, -121.82173539248095  37.419463922188115, -121.82173518267734  37.41946392118209, -121.8216801298489  37.41738764490117, -121.8224387466085  37.415051910738974, -121.824768425  37.41414942))", "4225sierra",
