WKT,name,description
"POLYGON ((-121.82189739497097  37.413949956739486, -121.82045562411756  37.41395525558874, -121.82034686659482  37.413949202694006, -121.82018284943238  37.414621989344994, -121.82039342934947  37.41482822666472, -121.8223801881819  37.414820896254476, -121.8221538538389  37.413929135936336, -121.82189739497097  37.413949956739486))", "building", "starting at end of C3"
